skillId;skillUri;skillIcon;skillInfos;skillStats;onlyPve;elite
324;https://wiki.guildwars.com/wiki/Thrill_of_Victory;https://wiki.guildwars.com/images/a/ae/Thrill_of_Victory.jpg;Profession=1|Attribute=21|Type=22;Energy=5|Recharge=8;false;false
325;https://wiki.guildwars.com/wiki/Distracting_Blow;https://wiki.guildwars.com/images/e/ed/Distracting_Blow.jpg;Profession=1|Type=22;Energy=5|Activation=0.5|Recharge=10;false;false
326;https://wiki.guildwars.com/wiki/Protector%27s_Strike;https://wiki.guildwars.com/images/b/b5/Protector%27s_Strike.jpg;Profession=1|Attribute=17|Type=22;Energy=5|Activation=0.5|Recharge=3;false;false
327;https://wiki.guildwars.com/wiki/Griffon%27s_Sweep;https://wiki.guildwars.com/images/0/0f/Griffon%27s_Sweep.jpg;Profession=1|Attribute=17|Special=Duplicate skill|Type=22;Energy=5|Recharge=8;false;false
328;https://wiki.guildwars.com/wiki/Pure_Strike;https://wiki.guildwars.com/images/c/c8/Pure_Strike.jpg;Profession=1|Attribute=20|Special=duplicate skill|Type=26;Energy=5|Recharge=8;false;false
329;https://wiki.guildwars.com/wiki/Skull_Crack;https://wiki.guildwars.com/images/c/c2/Skull_Crack.jpg;Profession=1|Type=22;Adrenaline=9|Activation=0.5;false;true
330;https://wiki.guildwars.com/wiki/Cyclone_Axe;https://wiki.guildwars.com/images/b/ba/Cyclone_Axe.jpg;Profession=1|Attribute=18|Type=19;Energy=5|Recharge=4;false;false
331;https://wiki.guildwars.com/wiki/Hammer_Bash;https://wiki.guildwars.com/images/d/dd/Hammer_Bash.jpg;Profession=1|Attribute=19|Type=8;Adrenaline=6;false;false
332;https://wiki.guildwars.com/wiki/Bull%27s_Strike;https://wiki.guildwars.com/images/9/9e/Bull%27s_Strike.jpg;Profession=1|Attribute=17|Type=22;Energy=5|Recharge=10;false;false
333;https://wiki.guildwars.com/wiki/%22I_Will_Avenge_You!%22;https://wiki.guildwars.com/images/8/84/%22I_Will_Avenge_You%21%22.jpg;Profession=1|Attribute=17|Type=6;Energy=5|Recharge=45;false;false
334;https://wiki.guildwars.com/wiki/Axe_Rake;https://wiki.guildwars.com/images/4/42/Axe_Rake.jpg;Profession=1|Attribute=18|Type=19;Adrenaline=5;false;false
335;https://wiki.guildwars.com/wiki/Cleave;https://wiki.guildwars.com/images/f/f9/Cleave.jpg;Profession=1|Attribute=18|Type=19;Adrenaline=4;false;true
336;https://wiki.guildwars.com/wiki/Executioner%27s_Strike;https://wiki.guildwars.com/images/d/d9/Executioner%27s_Strike.jpg;Profession=1|Attribute=18|Type=19;Adrenaline=8;false;false
337;https://wiki.guildwars.com/wiki/Dismember;https://wiki.guildwars.com/images/8/82/Dismember.jpg;Profession=1|Attribute=18|Type=19;Adrenaline=5;false;false
338;https://wiki.guildwars.com/wiki/Eviscerate;https://wiki.guildwars.com/images/3/30/Eviscerate.jpg;Profession=1|Attribute=18|Type=19;Adrenaline=8;false;true
339;https://wiki.guildwars.com/wiki/Penetrating_Blow;https://wiki.guildwars.com/images/e/e1/Penetrating_Blow.jpg;Profession=1|Attribute=18|Special=Duplicate skill|Type=19;Adrenaline=5;false;false
340;https://wiki.guildwars.com/wiki/Disrupting_Chop;https://wiki.guildwars.com/images/e/e7/Disrupting_Chop.jpg;Profession=1|Attribute=18|Type=19;Adrenaline=6;false;false
341;https://wiki.guildwars.com/wiki/Swift_Chop;https://wiki.guildwars.com/images/8/82/Swift_Chop.jpg;Profession=1|Attribute=18|Type=19;Energy=5|Recharge=4;false;false
342;https://wiki.guildwars.com/wiki/Axe_Twist;https://wiki.guildwars.com/images/5/56/Axe_Twist.jpg;Profession=1|Attribute=18|Type=19;Adrenaline=5;false;false
343;https://wiki.guildwars.com/wiki/%22For_Great_Justice!%22;https://wiki.guildwars.com/images/5/5f/%22For_Great_Justice%21%22.jpg;Profession=1|Type=6;Energy=5|Recharge=45;false;false
344;https://wiki.guildwars.com/wiki/Flurry;https://wiki.guildwars.com/images/8/84/Flurry.jpg;Profession=1|Type=7;Energy=5|Recharge=5;false;false
345;https://wiki.guildwars.com/wiki/Defensive_Stance;https://wiki.guildwars.com/images/1/14/Defensive_Stance.jpg;Profession=1|Attribute=21|Type=7;Adrenaline=5|Recharge=8;false;false
346;https://wiki.guildwars.com/wiki/Frenzy;https://wiki.guildwars.com/images/9/94/Frenzy.jpg;Profession=1|Type=7;Energy=5|Recharge=4;false;false
347;https://wiki.guildwars.com/wiki/Endure_Pain;https://wiki.guildwars.com/images/a/a9/Endure_Pain.jpg;Profession=1|Attribute=17|Type=28;Energy=5|Recharge=30;false;false
348;https://wiki.guildwars.com/wiki/%22Watch_Yourself!%22;https://wiki.guildwars.com/images/9/9f/%22Watch_Yourself%21%22.jpg;Profession=1|Attribute=21|Type=6;Adrenaline=4|Recharge=4;false;false
349;https://wiki.guildwars.com/wiki/Sprint;https://wiki.guildwars.com/images/c/c5/Sprint.jpg;Profession=1|Attribute=17|Type=7;Energy=5|Recharge=15;false;false
350;https://wiki.guildwars.com/wiki/Belly_Smash;https://wiki.guildwars.com/images/a/aa/Belly_Smash.jpg;Profession=1|Attribute=19|Type=8;Energy=5|Activation=1|Recharge=10;false;false
351;https://wiki.guildwars.com/wiki/Mighty_Blow;https://wiki.guildwars.com/images/d/da/Mighty_Blow.jpg;Profession=1|Attribute=19|Type=8;Adrenaline=7;false;false
352;https://wiki.guildwars.com/wiki/Crushing_Blow;https://wiki.guildwars.com/images/f/f9/Crushing_Blow.jpg;Profession=1|Attribute=19|Type=8;Energy=5|Recharge=10;false;false
353;https://wiki.guildwars.com/wiki/Crude_Swing;https://wiki.guildwars.com/images/6/69/Crude_Swing.jpg;Profession=1|Attribute=19|Type=8;Energy=5|Recharge=5;false;false
354;https://wiki.guildwars.com/wiki/Earth_Shaker;https://wiki.guildwars.com/images/a/ac/Earth_Shaker.jpg;Profession=1|Attribute=19|Type=8;Adrenaline=8;false;true
355;https://wiki.guildwars.com/wiki/Devastating_Hammer;https://wiki.guildwars.com/images/3/3a/Devastating_Hammer.jpg;Profession=1|Attribute=19|Type=8;Adrenaline=7;false;true
356;https://wiki.guildwars.com/wiki/Irresistible_Blow;https://wiki.guildwars.com/images/2/2b/Irresistible_Blow.jpg;Profession=1|Attribute=19|Type=8;Energy=5|Recharge=6;false;false
357;https://wiki.guildwars.com/wiki/Counter_Blow;https://wiki.guildwars.com/images/f/ff/Counter_Blow.jpg;Profession=1|Attribute=19|Type=8;Adrenaline=4;false;false
358;https://wiki.guildwars.com/wiki/Backbreaker;https://wiki.guildwars.com/images/c/c1/Backbreaker.jpg;Profession=1|Attribute=19|Type=8;Adrenaline=9;false;true
359;https://wiki.guildwars.com/wiki/Heavy_Blow;https://wiki.guildwars.com/images/d/d5/Heavy_Blow.jpg;Profession=1|Attribute=19|Type=8;Adrenaline=5;false;false
360;https://wiki.guildwars.com/wiki/Staggering_Blow;https://wiki.guildwars.com/images/d/d3/Staggering_Blow.jpg;Profession=1|Attribute=19|Type=8;Adrenaline=4|Activation=1;false;false
361;https://wiki.guildwars.com/wiki/Dolyak_Signet;https://wiki.guildwars.com/images/8/8f/Dolyak_Signet.jpg;Profession=1|Attribute=17|Type=1;Recharge=20;false;false
362;https://wiki.guildwars.com/wiki/Warrior%27s_Cunning;https://wiki.guildwars.com/images/3/32/Warrior%27s_Cunning.jpg;Profession=1|Attribute=17|Type=28;Energy=10|Recharge=60;false;false
363;https://wiki.guildwars.com/wiki/Shield_Bash;https://wiki.guildwars.com/images/c/ca/Shield_Bash.jpg;Profession=1|Attribute=17|Type=28;Energy=5|Recharge=20;false;false
364;https://wiki.guildwars.com/wiki/%22Charge!%22;https://wiki.guildwars.com/images/3/32/%22Charge%21%22.jpg;Profession=1|Attribute=21|Type=6;Energy=5|Recharge=20;false;true
365;https://wiki.guildwars.com/wiki/%22Victory_Is_Mine!%22;https://wiki.guildwars.com/images/0/0b/%22Victory_Is_Mine%21%22.jpg;Profession=1|Attribute=21|Type=6;Energy=5|Recharge=15;false;true
366;https://wiki.guildwars.com/wiki/%22Fear_Me!%22;https://wiki.guildwars.com/images/f/f5/%22Fear_Me%21%22.jpg;Profession=1|Attribute=21|Type=6;Adrenaline=4|Recharge=6;false;false
367;https://wiki.guildwars.com/wiki/%22Shields_Up!%22;https://wiki.guildwars.com/images/d/d5/%22Shields_Up%21%22.jpg;Profession=1|Attribute=21|Type=6;Energy=10|Recharge=30;false;false
368;https://wiki.guildwars.com/wiki/%22I_Will_Survive!%22;https://wiki.guildwars.com/images/2/23/%22I_Will_Survive%21%22.jpg;Profession=1|Attribute=17|Type=6;Energy=5|Recharge=30;false;false
370;https://wiki.guildwars.com/wiki/Berserker_Stance;https://wiki.guildwars.com/images/e/ef/Berserker_Stance.jpg;Profession=1|Attribute=17|Type=7;Energy=5|Recharge=20;false;false
371;https://wiki.guildwars.com/wiki/Balanced_Stance;https://wiki.guildwars.com/images/f/f1/Balanced_Stance.jpg;Profession=1|Attribute=21|Type=7;Energy=5|Recharge=30;false;false
372;https://wiki.guildwars.com/wiki/Gladiator%27s_Defense;https://wiki.guildwars.com/images/8/8e/Gladiator%27s_Defense.jpg;Profession=1|Attribute=21|Type=7;Energy=5|Recharge=30;false;true
373;https://wiki.guildwars.com/wiki/Deflect_Arrows;https://wiki.guildwars.com/images/a/a9/Deflect_Arrows.jpg;Profession=1|Attribute=21|Type=7;Adrenaline=5|Recharge=12;false;false
374;https://wiki.guildwars.com/wiki/Warrior%27s_Endurance;https://wiki.guildwars.com/images/c/c2/Warrior%27s_Endurance.jpg;Profession=1|Attribute=17|Type=28;Energy=5|Recharge=30;false;true
375;https://wiki.guildwars.com/wiki/Dwarven_Battle_Stance;https://wiki.guildwars.com/images/b/b9/Dwarven_Battle_Stance.jpg;Profession=1|Attribute=17|Type=7;Energy=5|Recharge=20;false;true
376;https://wiki.guildwars.com/wiki/Disciplined_Stance;https://wiki.guildwars.com/images/1/11/Disciplined_Stance.jpg;Profession=1|Attribute=21|Type=7;Energy=5|Recharge=15;false;false
377;https://wiki.guildwars.com/wiki/Wary_Stance;https://wiki.guildwars.com/images/b/be/Wary_Stance.jpg;Profession=1|Attribute=21|Type=7;Energy=10|Recharge=10;false;false
378;https://wiki.guildwars.com/wiki/Shield_Stance;https://wiki.guildwars.com/images/2/2a/Shield_Stance.jpg;Profession=1|Attribute=21|Type=7;Energy=5|Recharge=15;false;false
379;https://wiki.guildwars.com/wiki/Bull%27s_Charge;https://wiki.guildwars.com/images/f/fb/Bull%27s_Charge.jpg;Profession=1|Attribute=17|Type=7;Energy=5|Recharge=20;false;true
380;https://wiki.guildwars.com/wiki/Bonetti%27s_Defense;https://wiki.guildwars.com/images/d/db/Bonetti%27s_Defense.jpg;Profession=1|Attribute=21|Type=7;Adrenaline=8;false;false
381;https://wiki.guildwars.com/wiki/Hundred_Blades;https://wiki.guildwars.com/images/6/63/Hundred_Blades.jpg;Profession=1|Attribute=20|Type=28;Energy=5|Recharge=25;false;true
382;https://wiki.guildwars.com/wiki/Sever_Artery;https://wiki.guildwars.com/images/5/54/Sever_Artery.jpg;Profession=1|Attribute=20|Type=26;Adrenaline=4;false;false
383;https://wiki.guildwars.com/wiki/Galrath_Slash;https://wiki.guildwars.com/images/6/6d/Galrath_Slash.jpg;Profession=1|Attribute=20|Special=Duplicate skill|Type=26;Adrenaline=8;false;false
384;https://wiki.guildwars.com/wiki/Gash;https://wiki.guildwars.com/images/7/70/Gash.jpg;Profession=1|Attribute=20|Type=26;Adrenaline=6;false;false
385;https://wiki.guildwars.com/wiki/Final_Thrust;https://wiki.guildwars.com/images/5/58/Final_Thrust.jpg;Profession=1|Attribute=20|Type=26;Adrenaline=10;false;false
386;https://wiki.guildwars.com/wiki/Seeking_Blade;https://wiki.guildwars.com/images/1/14/Seeking_Blade.jpg;Profession=1|Attribute=20|Type=26;Energy=5|Recharge=4;false;false
387;https://wiki.guildwars.com/wiki/Riposte;https://wiki.guildwars.com/images/b/b2/Riposte.jpg;Profession=1|Attribute=21|Type=28;Adrenaline=4;false;false
388;https://wiki.guildwars.com/wiki/Deadly_Riposte;https://wiki.guildwars.com/images/8/85/Deadly_Riposte.jpg;Profession=1|Attribute=21|Type=28;Energy=5|Recharge=10;false;false
389;https://wiki.guildwars.com/wiki/Flourish;https://wiki.guildwars.com/images/9/97/Flourish.jpg;Profession=1|Attribute=17|Type=28;Energy=5|Activation=1|Recharge=8;false;true
390;https://wiki.guildwars.com/wiki/Savage_Slash;https://wiki.guildwars.com/images/7/7e/Savage_Slash.jpg;Profession=1|Attribute=20|Type=26;Energy=5|Activation=0.5|Recharge=15;false;false
391;https://wiki.guildwars.com/wiki/Hunter%27s_Shot;https://wiki.guildwars.com/images/7/7c/Hunter%27s_Shot.jpg;Profession=2|Attribute=25|Type=4;Energy=5|Activation=1|Recharge=10;false;false
392;https://wiki.guildwars.com/wiki/Pin_Down;https://wiki.guildwars.com/images/8/81/Pin_Down.jpg;Profession=2|Attribute=25|Type=4;Energy=15|Recharge=8;false;false
393;https://wiki.guildwars.com/wiki/Crippling_Shot;https://wiki.guildwars.com/images/d/da/Crippling_Shot.jpg;Profession=2|Attribute=25|Type=4;Energy=10|Recharge=4;false;true
394;https://wiki.guildwars.com/wiki/Power_Shot;https://wiki.guildwars.com/images/b/be/Power_Shot.jpg;Profession=2|Attribute=25|Type=4;Energy=10|Recharge=3;false;false
395;https://wiki.guildwars.com/wiki/Barrage;https://wiki.guildwars.com/images/9/93/Barrage.jpg;Profession=2|Attribute=25|Type=4;Energy=5|Recharge=1;false;true
396;https://wiki.guildwars.com/wiki/Dual_Shot;https://wiki.guildwars.com/images/1/12/Dual_Shot.jpg;Profession=2|Type=4;Energy=10|Recharge=10;false;false
397;https://wiki.guildwars.com/wiki/Quick_Shot;https://wiki.guildwars.com/images/9/9a/Quick_Shot.jpg;Profession=2|Type=4;Energy=5|Activation=1|Recharge=1;false;true
398;https://wiki.guildwars.com/wiki/Penetrating_Attack;https://wiki.guildwars.com/images/1/17/Penetrating_Attack.jpg;Profession=2|Attribute=25|Special=Duplicate skill|Type=4;Energy=10|Activation=0.75|Recharge=4;false;false
399;https://wiki.guildwars.com/wiki/Distracting_Shot;https://wiki.guildwars.com/images/6/60/Distracting_Shot.jpg;Profession=2|Attribute=23|Type=4;Energy=5|Activation=0.5|Recharge=10;false;false
400;https://wiki.guildwars.com/wiki/Precision_Shot;https://wiki.guildwars.com/images/b/ba/Precision_Shot.jpg;Profession=2|Attribute=25|Type=4;Energy=10|Activation=1|Recharge=6;false;false
402;https://wiki.guildwars.com/wiki/Determined_Shot;https://wiki.guildwars.com/images/b/bd/Determined_Shot.jpg;Profession=2|Attribute=25|Type=4;Energy=5|Recharge=10;false;false
403;https://wiki.guildwars.com/wiki/Called_Shot;https://wiki.guildwars.com/images/8/87/Called_Shot.jpg;Profession=2|Type=4;Energy=5|Recharge=3;false;false
404;https://wiki.guildwars.com/wiki/Poison_Arrow;https://wiki.guildwars.com/images/f/fd/Poison_Arrow.jpg;Profession=2|Attribute=24|Type=4;Energy=5|Recharge=1;false;true
405;https://wiki.guildwars.com/wiki/Oath_Shot;https://wiki.guildwars.com/images/b/b6/Oath_Shot.jpg;Profession=2|Attribute=23|Type=4;Energy=10|Recharge=25;false;true
406;https://wiki.guildwars.com/wiki/Debilitating_Shot;https://wiki.guildwars.com/images/e/e7/Debilitating_Shot.jpg;Profession=2|Attribute=25|Type=4;Energy=10|Recharge=10;false;false
407;https://wiki.guildwars.com/wiki/Point_Blank_Shot;https://wiki.guildwars.com/images/3/35/Point_Blank_Shot.jpg;Profession=2|Attribute=23|Special=duplicate skill|Type=4;Energy=5|Recharge=3;false;false
408;https://wiki.guildwars.com/wiki/Concussion_Shot;https://wiki.guildwars.com/images/5/53/Concussion_Shot.jpg;Profession=2|Attribute=25|Type=4;Energy=25|Activation=0.5|Recharge=5;false;false
409;https://wiki.guildwars.com/wiki/Punishing_Shot;https://wiki.guildwars.com/images/9/96/Punishing_Shot.jpg;Profession=2|Attribute=25|Type=4;Energy=10|Activation=0.5|Recharge=5;false;true
411;https://wiki.guildwars.com/wiki/Charm_Animal;https://wiki.guildwars.com/images/b/b1/Charm_Animal.jpg;Profession=2|Attribute=22|Type=28;Energy=10|Activation=10;false;false
412;https://wiki.guildwars.com/wiki/Call_of_Protection;https://wiki.guildwars.com/images/b/bf/Call_of_Protection.jpg;Profession=2|Attribute=22|Type=6;Energy=5|Recharge=90;false;false
415;https://wiki.guildwars.com/wiki/Call_of_Haste;https://wiki.guildwars.com/images/2/2b/Call_of_Haste.jpg;Profession=2|Attribute=22|Type=6;Energy=10|Recharge=25;false;false
422;https://wiki.guildwars.com/wiki/Revive_Animal;https://wiki.guildwars.com/images/b/ba/Revive_Animal.jpg;Profession=2|Attribute=22|Type=28;Energy=5|Activation=6|Recharge=20;false;false
423;https://wiki.guildwars.com/wiki/Symbiotic_Bond;https://wiki.guildwars.com/images/e/e4/Symbiotic_Bond.jpg;Profession=2|Attribute=22|Type=6;Energy=10|Recharge=55;false;false
424;https://wiki.guildwars.com/wiki/Throw_Dirt;https://wiki.guildwars.com/images/3/30/Throw_Dirt.jpg;Profession=2|Attribute=23|Type=15;Energy=5|Activation=1|Recharge=30;false;false
425;https://wiki.guildwars.com/wiki/Dodge;https://wiki.guildwars.com/images/6/63/Dodge.jpg;Profession=2|Attribute=23|Special=duplicate skill|Type=7;Energy=5|Recharge=30;false;false
426;https://wiki.guildwars.com/wiki/Savage_Shot;https://wiki.guildwars.com/images/f/fd/Savage_Shot.jpg;Profession=2|Attribute=25|Type=4;Energy=10|Activation=0.5|Recharge=5;false;false
427;https://wiki.guildwars.com/wiki/Antidote_Signet;https://wiki.guildwars.com/images/9/90/Antidote_Signet.jpg;Profession=2|Type=1;Activation=1|Recharge=4;false;false
428;https://wiki.guildwars.com/wiki/Incendiary_Arrows;https://wiki.guildwars.com/images/9/90/Incendiary_Arrows.jpg;Profession=2|Attribute=24|Type=4;Energy=5|Recharge=5;false;true
429;https://wiki.guildwars.com/wiki/Melandru%27s_Arrows;https://wiki.guildwars.com/images/4/45/Melandru%27s_Arrows.jpg;Profession=2|Attribute=24|Type=12;Energy=5|Activation=2|Recharge=12;false;true
430;https://wiki.guildwars.com/wiki/Marksman%27s_Wager;https://wiki.guildwars.com/images/5/50/Marksman%27s_Wager.jpg;Profession=2|Attribute=23|Type=12;Energy=5|Activation=2|Recharge=24;false;true
431;https://wiki.guildwars.com/wiki/Ignite_Arrows;https://wiki.guildwars.com/images/d/d0/Ignite_Arrows.jpg;Profession=2|Attribute=24|Type=12;Energy=10|Activation=2|Recharge=12;false;false
432;https://wiki.guildwars.com/wiki/Read_the_Wind;https://wiki.guildwars.com/images/6/62/Read_the_Wind.jpg;Profession=2|Attribute=25|Type=12;Energy=5|Activation=2|Recharge=12;false;false
433;https://wiki.guildwars.com/wiki/Kindle_Arrows;https://wiki.guildwars.com/images/5/50/Kindle_Arrows.jpg;Profession=2|Attribute=24|Type=12;Energy=5|Activation=2|Recharge=12;false;false
434;https://wiki.guildwars.com/wiki/Choking_Gas;https://wiki.guildwars.com/images/7/70/Choking_Gas.jpg;Profession=2|Attribute=24|Type=12;Energy=15|Activation=2|Recharge=24;false;false
435;https://wiki.guildwars.com/wiki/Apply_Poison;https://wiki.guildwars.com/images/9/91/Apply_Poison.jpg;Profession=2|Attribute=24|Type=12;Energy=15|Activation=2|Recharge=12;false;false
436;https://wiki.guildwars.com/wiki/Comfort_Animal;https://wiki.guildwars.com/images/b/b6/Comfort_Animal.jpg;Profession=2|Attribute=22|Type=28;Energy=5|Activation=1|Recharge=1;false;false
437;https://wiki.guildwars.com/wiki/Bestial_Pounce;https://wiki.guildwars.com/images/6/6a/Bestial_Pounce.jpg;Profession=2|Attribute=22|Special=duplicate skill|Type=29;Energy=5|Recharge=10;false;false
438;https://wiki.guildwars.com/wiki/Maiming_Strike;https://wiki.guildwars.com/images/7/72/Maiming_Strike.jpg;Profession=2|Attribute=22|Type=29;Energy=10|Recharge=5;false;false
439;https://wiki.guildwars.com/wiki/Feral_Lunge;https://wiki.guildwars.com/images/0/02/Feral_Lunge.jpg;Profession=2|Attribute=22|Type=29;Energy=5|Recharge=10;false;false
440;https://wiki.guildwars.com/wiki/Scavenger_Strike;https://wiki.guildwars.com/images/8/85/Scavenger_Strike.jpg;Profession=2|Attribute=22|Type=29;Energy=5|Recharge=10;false;false
441;https://wiki.guildwars.com/wiki/Melandru%27s_Assault;https://wiki.guildwars.com/images/2/2d/Melandru%27s_Assault.jpg;Profession=2|Attribute=22|Type=29;Energy=10|Recharge=5;false;false
442;https://wiki.guildwars.com/wiki/Ferocious_Strike;https://wiki.guildwars.com/images/5/5e/Ferocious_Strike.jpg;Profession=2|Attribute=22|Type=29;Energy=5|Recharge=8;false;true
443;https://wiki.guildwars.com/wiki/Predator%27s_Pounce;https://wiki.guildwars.com/images/e/e4/Predator%27s_Pounce.jpg;Profession=2|Attribute=22|Type=29;Energy=5|Recharge=5;false;false
444;https://wiki.guildwars.com/wiki/Brutal_Strike;https://wiki.guildwars.com/images/2/21/Brutal_Strike.jpg;Profession=2|Attribute=22|Type=29;Energy=10|Recharge=5;false;false
445;https://wiki.guildwars.com/wiki/Disrupting_Lunge;https://wiki.guildwars.com/images/9/93/Disrupting_Lunge.jpg;Profession=2|Attribute=22|Type=29;Energy=5|Recharge=20;false;false
446;https://wiki.guildwars.com/wiki/Troll_Unguent;https://wiki.guildwars.com/images/c/c7/Troll_Unguent.jpg;Profession=2|Attribute=24|Type=28;Energy=5|Activation=3|Recharge=10;false;false
447;https://wiki.guildwars.com/wiki/Otyugh%27s_Cry;https://wiki.guildwars.com/images/9/95/Otyugh%27s_Cry.jpg;Profession=2|Attribute=22|Type=6;Energy=5|Recharge=30;false;false
448;https://wiki.guildwars.com/wiki/Escape;https://wiki.guildwars.com/images/a/a2/Escape.jpg;Profession=2|Attribute=23|Type=7;Energy=5|Recharge=12;false;true
449;https://wiki.guildwars.com/wiki/Practiced_Stance;https://wiki.guildwars.com/images/a/ae/Practiced_Stance.jpg;Profession=2|Attribute=23|Type=7;Energy=5|Recharge=15;false;true
450;https://wiki.guildwars.com/wiki/Whirling_Defense;https://wiki.guildwars.com/images/0/02/Whirling_Defense.jpg;Profession=2|Attribute=23|Type=7;Energy=10|Recharge=60;false;false
451;https://wiki.guildwars.com/wiki/Melandru%27s_Resilience;https://wiki.guildwars.com/images/b/b0/Melandru%27s_Resilience.jpg;Profession=2|Attribute=24|Type=7;Energy=5|Recharge=15;false;true
452;https://wiki.guildwars.com/wiki/Dryder%27s_Defenses;https://wiki.guildwars.com/images/c/c5/Dryder%27s_Defenses.jpg;Profession=2|Attribute=24|Type=7;Energy=5|Recharge=60;false;false
453;https://wiki.guildwars.com/wiki/Lightning_Reflexes;https://wiki.guildwars.com/images/2/23/Lightning_Reflexes.jpg;Profession=2|Attribute=23|Type=7;Energy=10|Recharge=30;false;false
454;https://wiki.guildwars.com/wiki/Tiger%27s_Fury;https://wiki.guildwars.com/images/c/c6/Tiger%27s_Fury.jpg;Profession=2|Attribute=22|Special=duplicate skill|Type=7;Energy=10|Recharge=10;false;false
455;https://wiki.guildwars.com/wiki/Storm_Chaser;https://wiki.guildwars.com/images/f/fa/Storm_Chaser.jpg;Profession=2|Attribute=24|Type=7;Energy=10|Recharge=20;false;false
456;https://wiki.guildwars.com/wiki/Serpent%27s_Quickness;https://wiki.guildwars.com/images/d/da/Serpent%27s_Quickness.jpg;Profession=2|Attribute=24|Type=7;Energy=5|Recharge=45;false;false
457;https://wiki.guildwars.com/wiki/Dust_Trap;https://wiki.guildwars.com/images/a/a4/Dust_Trap.jpg;Profession=2|Attribute=24|Type=11;Energy=25|Activation=2|Recharge=30;false;false
458;https://wiki.guildwars.com/wiki/Barbed_Trap;https://wiki.guildwars.com/images/6/64/Barbed_Trap.jpg;Profession=2|Attribute=24|Type=11;Energy=15|Activation=2|Recharge=20;false;false
459;https://wiki.guildwars.com/wiki/Flame_Trap;https://wiki.guildwars.com/images/5/5b/Flame_Trap.jpg;Profession=2|Attribute=24|Type=11;Energy=10|Activation=2|Recharge=20;false;false
460;https://wiki.guildwars.com/wiki/Healing_Spring;https://wiki.guildwars.com/images/1/12/Healing_Spring.jpg;Profession=2|Attribute=24|Type=11;Energy=10|Activation=2|Recharge=20;false;false
461;https://wiki.guildwars.com/wiki/Spike_Trap;https://wiki.guildwars.com/images/1/1a/Spike_Trap.jpg;Profession=2|Attribute=24|Type=11;Energy=10|Activation=2|Recharge=20;false;true
462;https://wiki.guildwars.com/wiki/Winter;https://wiki.guildwars.com/images/6/65/Winter.jpg;Profession=2|Attribute=24|Type=14;Energy=5|Activation=3|Recharge=60;false;false
463;https://wiki.guildwars.com/wiki/Winnowing;https://wiki.guildwars.com/images/8/88/Winnowing.jpg;Profession=2|Attribute=24|Type=14;Energy=5|Activation=5|Recharge=60;false;false
464;https://wiki.guildwars.com/wiki/Edge_of_Extinction;https://wiki.guildwars.com/images/2/2b/Edge_of_Extinction.jpg;Profession=2|Attribute=22|Type=14;Energy=5|Activation=5|Recharge=60;false;false
465;https://wiki.guildwars.com/wiki/Greater_Conflagration;https://wiki.guildwars.com/images/5/50/Greater_Conflagration.jpg;Profession=2|Attribute=24|Type=14;Energy=5|Activation=3|Recharge=15;false;true
466;https://wiki.guildwars.com/wiki/Conflagration;https://wiki.guildwars.com/images/7/75/Conflagration.jpg;Profession=2|Attribute=24|Type=14;Energy=5|Activation=5|Recharge=60;false;false
467;https://wiki.guildwars.com/wiki/Fertile_Season;https://wiki.guildwars.com/images/1/13/Fertile_Season.jpg;Profession=2|Attribute=22|Type=14;Energy=15|Activation=5|Recharge=60;false;false
468;https://wiki.guildwars.com/wiki/Symbiosis;https://wiki.guildwars.com/images/e/e8/Symbiosis.jpg;Profession=2|Attribute=22|Type=14;Energy=5|Activation=5|Recharge=60;false;false
469;https://wiki.guildwars.com/wiki/Primal_Echoes;https://wiki.guildwars.com/images/6/68/Primal_Echoes.jpg;Profession=2|Attribute=22|Type=14;Energy=5|Activation=5|Recharge=60;false;false
470;https://wiki.guildwars.com/wiki/Predatory_Season;https://wiki.guildwars.com/images/f/fd/Predatory_Season.jpg;Profession=2|Attribute=22|Type=14;Energy=5|Activation=5|Recharge=60;false;false
471;https://wiki.guildwars.com/wiki/Frozen_Soil;https://wiki.guildwars.com/images/f/ff/Frozen_Soil.jpg;Profession=2|Attribute=24|Type=14;Energy=10|Activation=5|Recharge=30;false;false
472;https://wiki.guildwars.com/wiki/Favorable_Winds;https://wiki.guildwars.com/images/5/53/Favorable_Winds.jpg;Profession=2|Attribute=25|Type=14;Energy=5|Activation=5|Recharge=60;false;false
474;https://wiki.guildwars.com/wiki/Energizing_Wind;https://wiki.guildwars.com/images/1/1c/Energizing_Wind.jpg;Profession=2|Attribute=22|Type=14;Energy=15|Activation=5|Recharge=60;false;false
475;https://wiki.guildwars.com/wiki/Quickening_Zephyr;https://wiki.guildwars.com/images/3/36/Quickening_Zephyr.jpg;Profession=2|Attribute=24|Type=14;Energy=25|Activation=5|Recharge=60;false;false
476;https://wiki.guildwars.com/wiki/Nature%27s_Renewal;https://wiki.guildwars.com/images/7/73/Nature%27s_Renewal.jpg;Profession=2|Attribute=24|Type=14;Energy=5|Activation=5|Recharge=60;false;false
477;https://wiki.guildwars.com/wiki/Muddy_Terrain;https://wiki.guildwars.com/images/8/87/Muddy_Terrain.jpg;Profession=2|Attribute=24|Type=14;Energy=5|Activation=5|Recharge=30;false;false
